~coin,timestamp,price,market_cap,volume
binancecoin,2025-05-25 02:03:43.027,664.7819348457634,97010446892.44904,679502941.8879489
binancecoin,2025-05-25 03:02:24.547,665.0318201831943,97011460790.96404,680999034.5063542
binancecoin,2025-05-25 04:03:46.077,666.5097767507243,97250471319.93764,681164248.7178546
binancecoin,2025-05-25 05:03:40.633,665.809601679664,97130337871.3101,677619382.4423959
binancecoin,2025-05-25 06:03:39.359,664.9346926920484,97011853737.6219,662535373.8629487
binancecoin,2025-05-25 07:03:54.034,664.1650996019193,96894435167.17526,642520581.8127015
binancecoin,2025-05-25 08:03:54.738,661.3116485827048,96475378404.07152,638634684.1131045
binancecoin,2025-05-25 09:03:40.986,657.947418039642,95997829489.25096,657828188.6674963
binancecoin,2025-05-25 10:03:37.921,658.9999072927372,96129986635.57072,670082629.9535459
binancecoin,2025-05-25 11:03:45.644,661.0066393478025,96435432891.58755,670212640.2541834
binancecoin,2025-05-25 12:03:38.805,662.003629835798,96583097736.69016,677723519.5728419
binancecoin,2025-05-25 13:00:27.773,664.3276803773016,96917774280.267,543275903.3327649
binancecoin,2025-05-25 14:08:01.854,667.0737940645365,97308621234.3212,548715098.481863
binancecoin,2025-05-25 15:03:34.465,665.7187888611325,97124188837.35646,550337741.0260545
binancecoin,2025-05-25 16:06:08.550,663.1114271863645,96745522286.6492,723483776.8041232
binancecoin,2025-05-25 17:03:59.040,665.1268414688886,97186570639.73357,570695374.1847448
binancecoin,2025-05-25 18:03:58.258,665.2193979292975,97048153106.0858,753828885.1622775
binancecoin,2025-05-25 19:03:58.025,665.3979859865653,97075847130.14072,752022988.1349982
binancecoin,2025-05-25 20:08:39.704,668.0709290138574,97462167366.27168,761342925.3522017
binancecoin,2025-05-25 21:04:05.981,667.1363685102363,97326956236.96544,764096992.6091665
binancecoin,2025-05-25 22:08:15.686,666.8492539036927,97277535572.69386,756571901.7814531
binancecoin,2025-05-25 23:03:45.588,669.7742819568501,97707399932.55652,768408161.3991209
binancecoin,2025-05-26 00:04:02.795,669.9693466143748,97745522578.00111,767929371.1956339
binancecoin,2025-05-26 01:03:46.276,671.1580059950522,97762900229.0597,754426496.4097803
binancecoin,2025-05-26 02:02:27.576,672.0501419275995,98043327482.32788,736133635.8012979
binancecoin,2025-05-26 03:03:51.879,671.6281137781085,97974438479.40495,731698791.7110118
binancecoin,2025-05-26 04:03:52.482,672.9779646141475,98154144223.03978,736058531.2729673
binancecoin,2025-05-26 05:00:28.772,673.8479196264299,98360764880.44948,737405516.6972321
binancecoin,2025-05-26 06:02:33.897,674.0211798446975,98321092347.7095,749917596.2986243
binancecoin,2025-05-26 07:04:00.442,673.9092457264959,98297130300.71857,767234894.1535664
binancecoin,2025-05-26 08:04:16.677,674.2507894233145,98358579700.72607,605642886.6929158
binancecoin,2025-05-26 09:03:35.229,673.5561746924559,98274973492.1753,604079057.4031973
binancecoin,2025-05-26 10:03:41.466,673.5367564209442,98261728842.37256,722694109.908648
binancecoin,2025-05-26 11:03:45.482,675.0109966393358,98480664986.26578,715566556.5522983
binancecoin,2025-05-26 12:03:50.891,674.3206685264083,98374316986.49484,707308363.2847058
binancecoin,2025-05-26 13:03:29.402,674.5825601888102,98413796017.42448,703259343.6069992
binancecoin,2025-05-26 14:02:38.033,673.1492079538058,98255822571.6535,732730750.2370744
binancecoin,2025-05-26 15:08:19.715,673.4208212981405,98232115391.48698,709322164.4459159
binancecoin,2025-05-26 16:03:47.056,674.6975781255744,98417939704.65633,703091090.2699872
binancecoin,2025-05-26 17:04:09.643,675.5787209752068,98555759545.42345,718178731.0453331
binancecoin,2025-05-26 18:03:52.539,672.5746549889362,98108555170.80743,704598967.8210841
binancecoin,2025-05-26 19:00:58.949,672.7956271419326,98210114972.6444,706736890.0280294
binancecoin,2025-05-26 20:06:16.906,672.4636904635593,98107514306.30016,702377448.4142779
binancecoin,2025-05-26 21:03:27.102,673.6346321870478,98274918824.03693,695135847.095885
binancecoin,2025-05-26 22:08:25.282,672.6081948732879,98132395759.74763,690668078.9465624
binancecoin,2025-05-26 23:03:52.103,673.80604895665,98310339653.7638,679563915.0274172
binancecoin,2025-05-27 00:03:22.682,674.0471763064777,98296679430.87682,663942611.3385311
binancecoin,2025-05-27 01:04:13.334,673.3660375255978,98243287196.92284,657575597.2816919
binancecoin,2025-05-27 02:01:16.813,668.3211260523302,97491862008.63362,591302118.1479886
binancecoin,2025-05-27 03:08:19.350,671.5205589424438,97965733283.24446,607778638.8074694
binancecoin,2025-05-27 04:04:02.110,674.0055659431872,98326693544.34,700554602.8454789
binancecoin,2025-05-27 05:03:10.115,674.7575200054072,98453469256.7094,687616650.0760719
binancecoin,2025-05-27 06:03:22.908,674.327198836192,98349105275.00528,597494990.8787858
binancecoin,2025-05-27 07:03:25.652,678.8887997335545,99083922421.86491,719998701.9019457
binancecoin,2025-05-27 08:03:22.599,680.1197937424082,99215767948.09798,730905596.2429254
binancecoin,2025-05-27 09:03:53.612,681.4188209708766,99409957138.69405,761632256.9117934
binancecoin,2025-05-27 10:09:48.806,683.1041049727701,99656401886.67513,789505041.7586495
binancecoin,2025-05-27 11:03:46.676,680.43406539247,99271715497.27112,807986328.461518
binancecoin,2025-05-27 12:01:32.178,681.4864737525239,99352820042.88309,814927171.231609
binancecoin,2025-05-27 13:03:19.454,683.4249347673117,99703206967.642,820141593.4714597
binancecoin,2025-05-27 14:04:03.568,687.4954098496214,100293233780.36205,839726081.0077903
binancecoin,2025-05-27 15:03:54.651,689.6108490426253,100718111958.6287,952855266.5563014
binancecoin,2025-05-27 16:04:04.788,692.3327582832954,100973194858.2949,1003255383.394744
binancecoin,2025-05-27 17:03:31.368,691.7772339776891,100932768081.2737,1006226937.5426308
binancecoin,2025-05-27 18:07:10.298,692.2960365478945,101020000664.27484,1013165860.184778
binancecoin,2025-05-27 19:03:31.445,689.6821829931257,100617776816.2894,1018988565.0735644
binancecoin,2025-05-27 20:03:24.735,690.2907249753925,100704966730.86812,1040465563.7526512
binancecoin,2025-05-27 21:03:35.505,689.3611608263318,100569228596.73386,1046978246.1797882
binancecoin,2025-05-27 22:01:41.507,688.4746381447591,100439895951.83636,1054282477.0805322
binancecoin,2025-05-27 23:03:50.093,687.7231631833541,100331372895.4172,1064163052.7244356
binancecoin,2025-05-28 00:04:00.772,687.4363026293119,100298731784.8416,1078653384.123821
binancecoin,2025-05-28 01:03:54.751,685.3531747215333,99984059807.47871,1101310669.915696
binancecoin,2025-05-28 02:03:57.619,684.5058874448179,99885326624.6365,1055642285.4253156
binancecoin,2025-05-28 03:03:35.821,684.141038546443,99813464674.26808,1070135898.3548332
binancecoin,2025-05-28 04:00:20.167,684.2174956433004,99812854687.1439,1068483417.9218788
binancecoin,2025-05-28 05:19:15.219,683.8064002772871,99792063505.03564,1080903790.2123582
binancecoin,2025-05-28 07:11:39.140,681.2443700306769,99517504387.80272,1065931790.1658478
binancecoin,2025-05-28 07:16:18.504,681.2584859711535,99383941430.36232,1064693972.9812706
binancecoin,2025-05-28 08:39:45.411,681.9626773695067,99489746004.89276,1032997974.6618376
binancecoin,2025-05-28 10:47:16.155,684.0135749701113,99735040841.13646,1000086663.3339796
binancecoin,2025-05-28 11:24:31.108,685.6995132763186,100117725448.23376,861972161.8055484
binancecoin,2025-05-28 11:49:18.488,685.8906106233778,100050768135.23152,864373221.6966108
binancecoin,2025-05-28 12:03:14.783,687.0826302554086,100231361048.04982,996366642.3966316
binancecoin,2025-05-28 13:03:29.194,688.567590706138,100433646571.81628,997746148.9025264
binancecoin,2025-05-28 14:09:18.140,685.6311041958002,100053854832.55548,953344369.2879164
binancecoin,2025-05-28 15:03:13.392,683.0712344932824,99658888413.11153,752163004.3849429
binancecoin,2025-05-28 16:03:38.663,682.2945984981594,99550413616.48776,850230942.2852992
binancecoin,2025-05-28 17:03:18.129,684.1525481913135,99809420727.68433,830940761.1748662
binancecoin,2025-05-28 18:02:02.398,685.7676897623862,100012783562.72932,831151336.7471855
binancecoin,2025-05-28 19:03:49.183,686.9099421173585,100225616971.21349,813606101.572743
binancecoin,2025-05-28 20:00:55.348,684.2523143383693,99862631277.25302,810843854.0875224
binancecoin,2025-05-28 21:03:34.045,687.1278878059138,100235070442.67052,830596980.1097604
binancecoin,2025-05-28 22:03:31.314,687.2788491100569,100302958902.6972,705057629.2425731
binancecoin,2025-05-28 23:03:21.197,686.8841431913626,100207854071.36913,830209133.8198787
binancecoin,2025-05-29 00:03:45.239,687.5991006789208,100317153715.65146,825439234.6960901
binancecoin,2025-05-29 01:03:15.344,689.6344993189208,100603565023.27625,832148581.301908
binancecoin,2025-05-29 02:03:43.997,689.4795056201519,100590460905.7928,836780615.7509805
binancecoin,2025-05-29 03:03:54.227,689.1927830593166,100542681348.87949,824499916.9427022
binancecoin,2025-05-29 04:03:18.321,687.1910477392729,100262990391.8678,807371354.3774003
binancecoin,2025-05-29 05:03:49.777,683.2157074362402,99666337506.58534,859449006.6144181
binancecoin,2025-05-29 06:02:14.037,683.0574584068677,99632168378.70724,879187370.6168047
binancecoin,2025-05-29 07:03:23.414,683.6117359269994,99726064076.562,879981689.4648749
binancecoin,2025-05-29 08:08:07.964,684.7990907531822,99908125993.62474,883555805.9244972
binancecoin,2025-05-29 09:03:25.746,687.6451531130783,100317460497.49142,895136847.050006
binancecoin,2025-05-29 10:03:29.823,688.5338948298905,100496027767.69624,909536611.5283884
binancecoin,2025-05-29 11:03:30.288,685.5874793728631,100038709489.60776,931567205.4685824
binancecoin,2025-05-29 12:03:20.567,685.4392306408952,99995028399.25926,764169997.2860135
binancecoin,2025-05-29 13:03:36.318,684.1040364051935,99808625705.043,922973833.1871412
binancecoin,2025-05-29 14:03:25.829,684.2391715929436,99879306082.90398,930242042.6856954
binancecoin,2025-05-29 15:03:39.225,682.6699130950813,99594786153.9532,912766944.6825504
binancecoin,2025-05-29 16:03:20.860,681.8878743847148,99481335091.45872,876912014.1679515
binancecoin,2025-05-29 17:02:22.458,680.0773774958493,99225371722.90816,886767564.4560485
binancecoin,2025-05-29 18:03:31.535,679.8869657883456,99184029769.26796,886557234.0788959
binancecoin,2025-05-29 19:03:48.203,678.2761670738755,98952547862.11774,905022856.122207
binancecoin,2025-05-29 20:03:22.673,674.3907987541153,98388540386.69711,879181898.0981029
binancecoin,2025-05-29 21:03:57.348,676.8702072763954,98734430936.53212,908375744.1386749
binancecoin,2025-05-29 22:03:46.422,677.8526908103433,98880573111.93256,964236534.3818678
binancecoin,2025-05-29 23:03:41.846,679.0849531020237,99079537380.52324,970250106.907298
binancecoin,2025-05-30 00:03:36.162,675.1665466669363,98530279539.90932,955063618.4216108
binancecoin,2025-05-30 01:03:30.311,673.1917038865128,98386540086.40756,962923396.3397714
binancecoin,2025-05-30 02:03:51.489,670.9401321716156,97890411427.93152,1020998577.0804744
binancecoin,2025-05-30 03:03:33.956,674.4698075537941,98401789934.42564,1019217367.325304
binancecoin,2025-05-30 04:03:55.940,673.5672439533155,98275771582.02669,1009771125.7014596
binancecoin,2025-05-30 05:03:23.489,672.062131750443,98042206492.94952,998407135.8742434
binancecoin,2025-05-30 06:02:21.711,673.1916032039534,98206936788.03493,1039448609.2135048
binancecoin,2025-05-30 07:03:19.377,670.1691341022557,97779338328.33131,1044876003.786006
binancecoin,2025-05-30 08:02:40.420,669.5361077013316,97684650305.72604,1030430012.9989984
binancecoin,2025-05-30 09:02:10.999,669.3265165310843,97654202974.46117,799403894.28999
binancecoin,2025-05-30 10:03:29.173,669.5287050978852,97667262255.91856,1055938959.770748
binancecoin,2025-05-30 11:03:39.200,670.3973862809435,97799095511.79558,1031111053.2846245
binancecoin,2025-05-30 12:01:56.556,671.0005034397079,97889814152.74403,1026827200.4278882
binancecoin,2025-05-30 13:03:39.978,671.4242762303212,97946238055.124,745659870.5615832
binancecoin,2025-05-30 14:03:31.721,670.6953782591032,97850760412.42084,1023531709.9156438
binancecoin,2025-05-30 15:03:05.288,669.6989162407381,97692533622.91016,1013737896.6452146
binancecoin,2025-05-30 16:01:33.264,670.3348258151951,97797831386.91592,1010474318.394956
binancecoin,2025-05-30 17:01:04.106,658.641238775441,96671515464.94096,1042040949.4894396
binancecoin,2025-05-30 18:08:21.197,662.4111070379554,96637104716.21516,1011131369.373876
binancecoin,2025-05-30 19:03:43.476,665.8574816984805,97131883265.86354,1016270356.7369108
binancecoin,2025-05-30 20:03:28.484,666.2623630824702,97198721849.93958,1004525092.3979284
binancecoin,2025-05-30 21:03:28.811,665.5107262821781,97089746519.5492,989562174.0123588
binancecoin,2025-05-30 22:03:27.398,664.977178456096,97026116035.6596,936458298.864267
binancecoin,2025-05-30 23:03:33.925,661.7234912266131,96590869392.02444,918836511.853679
binancecoin,2025-05-31 00:03:12.767,655.9924740539349,95710052036.4002,924746809.0089571
binancecoin,2025-05-31 01:03:30.866,651.7470042211503,95084771276.99388,937653299.3329924
binancecoin,2025-05-31 02:03:59.368,649.6261981230252,94772725974.8575,927112573.4219848
binancecoin,2025-05-31 03:03:17.709,649.5812775628423,94780520124.3036,921695170.6336364
binancecoin,2025-05-31 04:03:56.847,650.2767641976848,94867460206.9449,925880339.0207796
binancecoin,2025-05-31 05:03:48.499,653.1643942634896,95270696417.94604,928510552.7219082
binancecoin,2025-05-31 06:03:22.987,654.0889172795574,95429749588.08708,925342238.2465476
binancecoin,2025-05-31 07:04:02.989,655.0977027494976,95574794988.7289,913952477.7291938
binancecoin,2025-05-31 08:03:34.656,654.0019383188235,95409089994.15186,875104781.6396205
binancecoin,2025-05-31 09:03:27.329,654.2071869150457,95427718655.88208,862833006.470374
binancecoin,2025-05-31 10:03:51.534,654.6019417498557,95496519840.8113,834905772.872151
binancecoin,2025-05-31 11:06:03.605,654.2259156165849,95443448838.4228,598028489.2223567
binancecoin,2025-05-31 12:03:59.109,653.7547682596523,95370998637.13426,814535998.9206319
binancecoin,2025-05-31 13:03:59.923,656.3632114814005,95754948055.35172,812341881.7173998
binancecoin,2025-05-31 14:05:30.041,657.2226065463293,95891534500.891,801226574.5925984
binancecoin,2025-05-31 15:08:19.065,658.4355570142942,96028150974.33476,590329460.7740915
binancecoin,2025-05-31 16:03:53.944,657.7896210332344,95964227897.61424,780184314.6283857
binancecoin,2025-05-31 17:03:51.156,657.0356579615723,95854182745.3902,739370148.3265721
binancecoin,2025-05-31 18:03:35.860,656.8051088605498,95819705098.15266,689638061.5880711
binancecoin,2025-05-31 19:03:55.224,657.5631674343641,95893519108.34116,662536249.4481982
binancecoin,2025-05-31 20:00:20.033,659.6801926992555,96245146775.29822,653715378.1546295
binancecoin,2025-05-31 21:03:29.377,659.8417973356901,96252578482.26189,652760613.8632214
binancecoin,2025-05-31 22:03:43.230,660.5482638561095,96365018789.1434,648643606.0048926
binancecoin,2025-05-31 23:03:42.645,659.0909586627971,96155975369.24672,631479905.3789222
binancecoin,2025-06-01 00:03:54.775,658.5506208182563,96079221620.08775,586905108.4589686
binancecoin,2025-06-01 01:00:53.810,656.9523953142783,95842763336.24318,534929754.9434845
binancecoin,2025-06-01 02:03:58.056,655.9522741523066,95695287110.01749,503741315.6195853
binancecoin,2025-06-01 03:01:08.726,656.2669425970687,95716336188.91122,400111084.412243
binancecoin,2025-06-01 04:03:37.789,656.2501753979936,95735338951.2766,465047876.4521331
binancecoin,2025-06-01 05:06:00.178,656.7545642034531,95797679850.2506,368775112.11951166
binancecoin,2025-06-01 06:03:32.128,656.8150015672467,95812013231.04156,453944947.9800084
binancecoin,2025-06-01 07:03:29.307,654.7294072458533,95541969911.85806,450136210.1724544
binancecoin,2025-06-01 08:03:46.910,653.9924434578156,95406213918.50708,445874286.0230075
binancecoin,2025-06-01 09:00:54.790,652.5134577803632,95206996267.329,447289946.7324641
binancecoin,2025-06-01 10:00:34.976,650.2426809838983,94887482062.31546,459692733.1086286
binancecoin,2025-06-01 11:03:39.973,650.156884142127,94850831519.83452,461458951.2910583
binancecoin,2025-06-01 12:04:00.227,650.7278836727055,94925662793.81488,465757104.265737
binancecoin,2025-06-01 13:03:21.858,648.0888835180132,94550684455.58856,463713592.09760594
binancecoin,2025-06-01 14:08:13.629,651.1892102447478,94911755171.94138,453986412.5470427
binancecoin,2025-06-01 15:00:39.334,652.6011232070481,95222073017.02815,460361542.2138193
binancecoin,2025-06-01 16:03:37.695,653.9915100361388,95391756798.3293,458869110.7775271
binancecoin,2025-06-01 17:03:44.180,657.9086071700659,95934078114.95969,457788016.8589496
binancecoin,2025-06-01 18:00:33.372,656.594644271805,95800618348.89098,387572172.96846974
binancecoin,2025-06-01 19:03:57.487,653.4777765041844,95321064732.48138,487736635.8647407
binancecoin,2025-06-01 20:03:51.974,654.550791870483,95481755594.39854,482961917.3496993
binancecoin,2025-06-01 21:03:30.812,656.589454050023,95787936652.87,490807533.0180555
binancecoin,2025-06-01 22:01:41.176,657.9349694706636,95982121108.12108,499541689.2691136
binancecoin,2025-06-01 23:03:46.776,659.3211675858918,96183133439.2314,508037609.3929165
binancecoin,2025-06-02 00:03:34.963,661.189049316766,96479188341.23708,513420071.3784296
binancecoin,2025-06-02 01:03:48.367,661.2259128052004,96481293519.8878,513371192.4982594
binancecoin,2025-06-02 02:01:46.757,661.6375761229913,96579862255.25227,518273140.8566498
binancecoin,2025-06-02 03:03:24.114,660.2783585347469,96349992080.67229,519323642.4204945
binancecoin,2025-06-02 04:03:48.073,657.1729589697957,95881778153.8393,525731839.7058955
binancecoin,2025-06-02 05:03:25.715,658.2403107749094,96040995682.66245,537873814.0585485
binancecoin,2025-06-02 06:01:36.644,656.8705362094844,95828022097.8638,535723706.182301
binancecoin,2025-06-02 07:03:37.177,658.8777685186644,96118092065.3002,539982073.0253578
binancecoin,2025-06-02 08:02:52.994,658.214408014669,96040812598.30878,551652393.0492988
binancecoin,2025-06-02 09:03:35.851,656.2594809508889,95839616159.43529,554261973.8795791
binancecoin,2025-06-02 10:03:29.759,653.9480502254881,95421439568.23006,549027432.4427041
binancecoin,2025-06-02 11:03:57.514,652.6354213147201,95206280381.72334,551812416.4493803
binancecoin,2025-06-02 12:03:52.494,651.9928660131711,95117658503.05556,563547093.9645282
binancecoin,2025-06-02 13:03:42.783,652.7119747962996,95198975491.48756,445873393.8363077
binancecoin,2025-06-02 14:01:42.018,654.4864429413852,95497016335.45567,609456644.2670603
binancecoin,2025-06-02 15:03:47.658,654.5950521613428,95493524124.50246,619337618.0406891
binancecoin,2025-06-02 16:04:01.284,657.1014612766861,95862719110.9994,629558434.3114729
binancecoin,2025-06-02 17:03:40.884,657.2110636360808,95859513186.86913,637188360.0025461
binancecoin,2025-06-02 18:03:43.699,660.8076259765079,96385102498.57344,636745966.7069447
binancecoin,2025-06-02 19:02:27.685,660.2519133187999,96322851214.92488,642010892.2108984
binancecoin,2025-06-02 20:04:05.544,659.7097535002002,96236374809.50194,652638426.4381295
binancecoin,2025-06-02 21:02:54.651,661.6755044843891,96543180843.89047,746403052.2864655
binancecoin,2025-06-02 22:03:56.823,662.4289464380718,96625858194.05025,746802965.4226723
binancecoin,2025-06-02 23:04:00.674,664.6029512900899,96957702101.85104,758477303.0956696
binancecoin,2025-06-03 00:03:37.745,666.2351186575086,97201704917.93216,552823859.2547536
binancecoin,2025-06-03 01:00:10.964,669.5910006595564,97689968928.0644,783771850.9868737
binancecoin,2025-06-03 02:01:21.512,671.5647655301827,97976405457.94148,591929924.5455116
binancecoin,2025-06-03 03:02:09.244,670.3317754677236,97799290368.60576,859831581.3100308
binancecoin,2025-06-03 04:03:26.054,668.4374465126731,97516154087.63104,872316723.9333533
binancecoin,2025-06-03 05:03:25.016,667.2004379487163,97336438728.1702,867990828.3006061
binancecoin,2025-06-03 06:03:16.983,667.0390997737463,97311419102.13448,872934540.3483151
binancecoin,2025-06-03 07:04:01.864,667.0153512356602,97305387840.49304,776028158.4033576
binancecoin,2025-06-03 08:01:27.861,665.9063358004998,97155095181.78069,767347912.3528987
binancecoin,2025-06-03 09:01:37.101,665.4585737743618,97076868231.46043,774695855.2383008
binancecoin,2025-06-03 10:01:20.723,667.3785526901798,97354504219.27753,777617658.840029
binancecoin,2025-06-03 11:07:05.620,666.74579035897,97272655560.08572,512194760.8841173
binancecoin,2025-06-03 12:03:37.419,665.4117637769306,97074582242.14195,753158853.0251601
binancecoin,2025-06-03 13:03:50.580,664.1465019150435,96889272371.22733,752341694.5430998
binancecoin,2025-06-03 14:03:32.572,663.8907524177276,96848995355.11942,755727438.4486451
binancecoin,2025-06-03 15:03:56.627,665.8600067388625,97128170485.38748,747310211.5754961
binancecoin,2025-06-03 16:03:43.291,668.4506703136284,97523622247.83163,749687182.9469253
binancecoin,2025-06-03 17:03:48.784,665.5925178908751,97150502428.26912,748535319.4490026
binancecoin,2025-06-03 18:03:29.617,666.1322615822162,97186315219.2402,742691262.0664328
binancecoin,2025-06-03 19:08:24.675,664.469178546345,96966453781.41928,733127427.1370034
binancecoin,2025-06-03 20:03:47.555,665.6158229314839,97105167967.66014,730307376.3207209
binancecoin,2025-06-03 21:03:51.797,661.4509214543466,96495572528.9303,728136886.7394891
binancecoin,2025-06-03 22:03:51.762,659.6468576799357,96254643706.3604,737645863.3243536
binancecoin,2025-06-03 23:01:41.488,662.0628342716219,96590761347.21872,731511192.7595959
binancecoin,2025-06-04 00:03:46.556,661.1784767839938,96457749719.1398,714734097.9259082
binancecoin,2025-06-04 01:01:35.714,661.7380107153436,96536181441.55025,699689914.9551582
binancecoin,2025-06-04 02:03:48.021,665.9758151896573,97152104901.88972,668789011.0789338
binancecoin,2025-06-04 03:04:20.496,667.3068802184404,97366639320.577,646659614.1024415
binancecoin,2025-06-04 04:01:36.989,669.0937832254194,97550906409.04172,452788816.3433543
binancecoin,2025-06-04 05:03:19.639,668.7375375747037,97563824780.44548,622527114.2001806
binancecoin,2025-06-04 06:03:26.505,669.376478720853,97653775168.25005,637009014.5856011
binancecoin,2025-06-04 07:03:48.494,669.3868343753127,97647036516.7546,642303411.9813218
binancecoin,2025-06-04 08:06:06.535,670.0930817346742,97735144850.2878,643823587.8916652
binancecoin,2025-06-04 09:03:14.765,671.3590068782495,97953810385.30489,642974973.7633113
binancecoin,2025-06-04 10:02:14.823,669.8339163219539,97712560001.29434,635229534.3596318
binancecoin,2025-06-04 11:03:14.460,670.2230415552152,97777312441.63112,611736807.09406
binancecoin,2025-06-04 12:01:11.031,669.3382126482954,97655930641.1744,617736497.8970597
binancecoin,2025-06-04 13:03:20.697,668.0052024516052,97455974059.85738,434901175.0906549
binancecoin,2025-06-04 14:03:37.886,668.4757862220188,97529359971.40282,599210763.1528662
binancecoin,2025-06-04 15:03:26.573,668.2913133316781,97494407518.61856,591801589.7661017
binancecoin,2025-06-04 16:03:49.249,669.4377039680836,97664276853.06165,581538796.9251626
binancecoin,2025-06-04 17:03:29.708,669.6310505382285,97690329899.81804,589233971.3203865
binancecoin,2025-06-04 18:03:31.577,667.570486388188,97385106786.01422,586680077.1837424
binancecoin,2025-06-04 19:03:39.726,668.2634438507004,97491267275.04382,584534770.3401662
binancecoin,2025-06-04 20:02:08.230,668.0487707065736,97503275647.61896,586678806.6457142
binancecoin,2025-06-04 21:03:46.000,664.4078197924982,96931428458.72566,583330539.0408273
binancecoin,2025-06-04 22:03:30.917,665.8490664638936,97126779570.81927,585869237.1037643
binancecoin,2025-06-04 23:03:07.852,663.4163059879478,96837126616.3335,566609511.6592262
binancecoin,2025-06-05 00:03:56.610,663.6502263811653,96824670480.14693,586184958.2356597
binancecoin,2025-06-05 01:03:46.190,664.3239498802575,96917803851.32,587687097.2271243
binancecoin,2025-06-05 02:03:49.820,666.269955778285,97197532794.9063,586438029.5473268
binancecoin,2025-06-05 03:03:50.379,666.1385149378185,97193604177.94684,580565521.6200078
binancecoin,2025-06-05 04:14:28.889,666.1131107069385,97153265202.75732,573264478.2833697
binancecoin,2025-06-05 05:03:26.955,667.7128868782575,97406012307.42816,566614309.3152796
binancecoin,2025-06-05 06:03:36.030,666.3547175291126,97208767536.67863,389093550.0564911
binancecoin,2025-06-05 07:03:55.579,665.4076277389121,97074461236.68742,574742488.2935891
binancecoin,2025-06-05 08:03:59.358,667.7827133296474,97412089423.42056,581657590.6927059
binancecoin,2025-06-05 09:03:50.400,669.2655685235866,97637488507.39903,583489334.0332801
binancecoin,2025-06-05 10:03:16.831,670.0402820326743,97760512865.39333,600279038.7540429
binancecoin,2025-06-05 11:00:54.224,666.2804125168867,97211535376.99191,633575454.9250245
