UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,DATE
DAY,1612137600,267,cadli,DOGE-USD,3.2292444104812867,3.7977857993416047,2.898735858571779,3.0361025838346456,2021-01-02
DAY,1612224000,267,cadli,DOGE-USD,3.0361025838346456,3.072871518350483,2.5496073576492466,2.736897145786222,2021-02-02
DAY,1612310400,267,cadli,DOGE-USD,2.736897145786222,3.46066724799269,2.7165205574154165,3.2650003919431203,2021-03-02
DAY,1612396800,267,cadli,DOGE-USD,3.2650003919431203,5.15155691026211,3.145692160324428,4.644437055121586,2021-04-02
DAY,1612483200,267,cadli,DOGE-USD,4.644437055121586,4.716096134263481,3.7843320827083016,4.094760288472892,2021-05-02
DAY,1612569600,267,cadli,DOGE-USD,4.094760288472892,5.129103731773354,3.9086219276036815,5.037843898954781,2021-06-02
DAY,1612656000,267,cadli,DOGE-USD,5.037843898954781,7.508388045820528,4.692126832456079,6.860123640170446,2021-07-02
DAY,1612742400,267,cadli,DOGE-USD,6.860123640170446,7.43475555598541,5.564445399201672,6.8894268220152295,2021-08-02
DAY,1612828800,267,cadli,DOGE-USD,6.8894268220152295,7.300915990519232,5.600450240574646,6.126862921120454,2021-09-02
DAY,1612915200,267,cadli,DOGE-USD,6.126862921120454,7.087284094537173,5.886977189460469,6.347813548728331,2021-10-02
DAY,1613001600,267,cadli,DOGE-USD,6.347813548728331,6.549160264879937,5.963961525997325,6.092906907052087,2021-11-02
DAY,1613088000,267,cadli,DOGE-USD,6.092906907052087,6.36431290878524,5.358471360065355,6.116362173982928,2021-12-02
DAY,1614556800,267,cadli,DOGE-USD,4.220701109246976,4.549876283154261,4.202218629337283,4.427986479088677,2021-01-03
DAY,1614643200,267,cadli,DOGE-USD,4.427986479088677,4.587596309114809,4.310783866022116,4.410146599766966,2021-02-03
DAY,1614729600,267,cadli,DOGE-USD,4.410146599766966,4.558182754220777,4.3834049806581135,4.419047901530227,2021-03-03
