UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,DATE
HOUR,1749006000,267,cadli,XRP-USD,196.89539134631224,197.9288054388434,196.89537296853933,197.3181141895256,2025-04-06 03:00:00
HOUR,1749009600,267,cadli,XRP-USD,197.3181141895256,197.3504613315525,196.59161621345,196.6062887344584,2025-04-06 04:00:00
HOUR,1749013200,267,cadli,XRP-USD,196.6062887344584,196.8262707423997,196.04085566069668,196.05606427073675,2025-04-06 05:00:00
HOUR,1749016800,267,cadli,XRP-USD,196.05606427073675,196.35885373787644,195.61483825440263,195.92773864776572,2025-04-06 06:00:00
HOUR,1749020400,267,cadli,XRP-USD,195.92773864776572,196.24284510371623,195.30679524862904,195.80411714827096,2025-04-06 07:00:00
HOUR,1749024000,267,cadli,XRP-USD,195.80411714827096,197.2716794043365,195.7248646269702,197.1203733222289,2025-04-06 08:00:00
HOUR,1749027600,267,cadli,XRP-USD,197.1203733222289,198.261323777684,196.9895201104333,197.98609233344263,2025-04-06 09:00:00
HOUR,1749031200,267,cadli,XRP-USD,197.98609233344263,198.41403022094931,197.59189412684336,197.6870651230051,2025-04-06 10:00:00
HOUR,1749034800,267,cadli,XRP-USD,197.6870651230051,198.1578090992305,197.0266812281241,197.45721927332173,2025-04-06 11:00:00
HOUR,1749038400,267,cadli,XRP-USD,197.45721927332173,197.5056212169096,196.05245815256467,196.19447720583992,2025-04-06 12:00:00
HOUR,1749042000,267,cadli,XRP-USD,196.19447720583992,196.7195994993564,195.78477925008528,195.8835969380076,2025-04-06 13:00:00
HOUR,1749045600,267,cadli,XRP-USD,195.8835969380076,196.8264632082295,194.68845232080423,196.82389059879085,2025-04-06 14:00:00
HOUR,1749049200,267,cadli,XRP-USD,196.82389059879085,198.01336040153677,196.5752406082592,197.05432199872547,2025-04-06 15:00:00
HOUR,1749052800,267,cadli,XRP-USD,197.05432199872547,197.24101922429065,196.4585200731356,196.6855998144995,2025-04-06 16:00:00
HOUR,1749056400,267,cadli,XRP-USD,196.6855998144995,196.6991644909916,195.20611957408903,195.6935976233419,2025-04-06 17:00:00
HOUR,1749060000,267,cadli,XRP-USD,195.6935976233419,196.01907560147123,194.89340643212824,194.9474507507112,2025-04-06 18:00:00
HOUR,1749063600,267,cadli,XRP-USD,194.9474507507112,195.1546910684897,193.41455767849536,193.41615136459373,2025-04-06 19:00:00
HOUR,1749067200,267,cadli,XRP-USD,193.41615136459373,193.770337406393,192.57203532159468,193.065064347242,2025-04-06 20:00:00
