coin,timestamp,price,market_cap,volume
cardano,2025-05-23 14:03:22.908,0.7812591771461768,28151485497.462513,1339547543.7297218
cardano,2025-05-23 15:04:06.806,0.7879262832448805,28405448449.894608,1354697681.0027282
cardano,2025-05-23 16:04:02.943,0.7842779564861251,28311854662.439117,1309749445.4478517
cardano,2025-05-23 17:08:31.995,0.778370420149062,28052481902.81335,1321957840.5785265
cardano,2025-05-23 18:03:57.914,0.7815438989423262,28189482923.087486,1323005587.3033738
cardano,2025-05-23 19:03:39.126,0.7765510459183207,28015756693.400753,1339812402.7784228
cardano,2025-05-23 20:03:15.006,0.7753782035228313,27968816971.19699,1334596285.3334825
cardano,2025-05-23 21:03:27.201,0.7668153240542588,27658371222.633,1337054582.98806
cardano,2025-05-23 22:03:23.580,0.7636389360270638,27557309864.353245,1387506084.1967084
cardano,2025-05-23 23:03:30.578,0.7588147133167805,27389556745.201496,1325787923.0067375
cardano,2025-05-24 00:03:48.348,0.748254247966839,26987696231.472794,1417851508.940276
cardano,2025-05-24 01:03:42.071,0.7487295655215073,27017246093.08056,1333727973.010552
cardano,2025-05-24 02:03:02.918,0.750454935585609,27073124038.108532,1396676561.7933905
cardano,2025-05-24 03:03:32.075,0.7542223710085115,27200510472.855385,1351917855.766136
cardano,2025-05-24 04:08:40.717,0.7608268114070112,27438797690.476826,1294552544.0916097
cardano,2025-05-24 05:04:07.230,0.7648070864533756,27583323546.130707,1248400174.458817
cardano,2025-05-24 06:02:37.617,0.759656839810567,27396448176.28936,1186069971.625178
cardano,2025-05-24 07:03:50.857,0.7584372954711858,27329654832.617977,1239956737.261858
cardano,2025-05-24 08:04:23.449,0.7582162907581337,27356102689.22358,1173919320.8230083
cardano,2025-05-24 09:03:13.879,0.7576502514882045,27317462709.60371,1155787998.2445767
cardano,2025-05-24 10:03:48.178,0.7569399058121882,27311746836.099644,1143199398.4089823
cardano,2025-05-24 11:06:05.002,0.7638342697926929,27516286871.344505,1173905539.2490933
cardano,2025-05-24 12:01:50.576,0.762044846900118,27483891982.890354,1074278971.5811694
cardano,2025-05-24 13:01:31.004,0.7599684980912235,27407896732.57883,926371687.8907238
cardano,2025-05-24 14:03:04.963,0.758939105734265,27370778256.019554,840096388.4681953
cardano,2025-05-24 15:03:35.064,0.7602159247122543,27420280801.94602,799998323.68325
cardano,2025-05-24 16:00:45.345,0.7579940885868366,27339828974.385822,775223375.2428303
cardano,2025-05-24 17:04:03.124,0.758350815781379,27355135469.865513,757012936.9185456
cardano,2025-05-24 18:03:22.925,0.7578580733881993,27340361276.43393,731671240.6398022
cardano,2025-05-24 19:03:33.238,0.7563925134876407,27296108885.8243,722228733.8203666
cardano,2025-05-24 20:08:25.814,0.7542771584174441,27210749422.714874,696565362.5014455
cardano,2025-05-24 21:03:51.237,0.7529816096582043,27168143628.56963,694356436.8698422
cardano,2025-05-24 22:03:58.372,0.7499074342938861,27050297329.932697,675782742.0804049
cardano,2025-05-24 23:03:58.512,0.7473907954336388,26967726607.36791,670363396.6840293
cardano,2025-05-25 00:04:06.685,0.7461553576362533,26915528205.390995,628021463.7976086
cardano,2025-05-25 01:03:41.772,0.7399935606789142,26693161129.24975,629353978.3588613
cardano,2025-05-25 02:03:52.531,0.7386467654420791,26637174360.486347,582786454.2079053
cardano,2025-05-25 03:00:42.808,0.7403678723435891,26680449926.111813,614190511.7924521
cardano,2025-05-25 04:03:44.874,0.7447847994669354,26871015179.05525,624747067.9947767
cardano,2025-05-25 05:03:54.480,0.7429077892224105,26795710740.35702,598227241.4919082
cardano,2025-05-25 06:03:39.692,0.7419615970510501,26765314241.528336,583799273.2409039
cardano,2025-05-25 07:03:54.074,0.7403395994905974,26705977666.72512,576277652.9730017
cardano,2025-05-25 08:03:54.821,0.7380651963595095,26619790037.60149,579231067.2174139
cardano,2025-05-25 09:03:40.291,0.7316045214319103,26400464635.342358,586222666.572234
cardano,2025-05-25 10:03:31.831,0.7323811022516877,26391555986.208138,597250037.5817164
cardano,2025-05-25 11:03:44.122,0.7343663639855802,26503254895.416866,588357554.1964442
cardano,2025-05-25 12:04:08.113,0.7381819799252005,26626248641.780037,592148851.3047416
cardano,2025-05-25 13:03:07.624,0.7429811563678717,26795216436.589344,582837068.7527504
cardano,2025-05-25 14:03:23.822,0.7490639228554012,27015553160.87193,603791692.021242
cardano,2025-05-25 15:03:42.757,0.7435595890156688,26820310549.951626,613674823.7678103
cardano,2025-05-25 16:03:25.813,0.7399005750972206,26688749253.073414,618415274.2166748
cardano,2025-05-25 17:03:59.227,0.7420360862745086,26758938946.130585,662407519.1056534
cardano,2025-05-25 18:02:07.823,0.7436031600907651,26823488734.06955,640583081.9473202
cardano,2025-05-25 19:03:38.420,0.7470352572983934,26956491266.8043,655497424.3836064
cardano,2025-05-25 20:08:48.845,0.7484253589754746,26993794474.38228,652849323.229533
cardano,2025-05-25 21:03:52.753,0.746801349177734,26942543134.473,656623222.3383157
cardano,2025-05-25 22:00:55.908,0.7452686027837786,26883443256.48818,653169378.0441349
cardano,2025-05-25 23:03:39.401,0.7566326594085232,27276978201.061558,672603544.8132797
cardano,2025-05-26 00:04:06.284,0.759479764819567,27391304253.09626,678343727.0439342
cardano,2025-05-26 01:01:57.107,0.7617576921516743,27463810379.800583,671081782.9459984
cardano,2025-05-26 02:03:23.106,0.7627082710110313,27512855553.09374,650317800.2765397
cardano,2025-05-26 03:03:25.690,0.7591028300070792,27374881662.943752,650090208.7416122
cardano,2025-05-26 04:03:59.708,0.7623763082324978,27500555819.949863,648394341.8674847
