TIMESTAMP,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,VOLUME,DATE,Cryptocurrency
1279324800,BTC-USD,4.3286593,4.3286593,4.3286593,4.3286593,20.0,2010-07-17,Bitcoin
1279411200,BTC-USD,4.3286593,7.5058655,4.3286593,7.504991200000001,75.01,2010-07-18,Bitcoin
1279497600,BTC-USD,7.504991200000001,8.137110100000001,6.7522189,7.064344,574.0,2010-07-19,Bitcoin
1279584000,BTC-USD,7.064344,7.1526483,6.492551800000001,6.534518200000001,262.0,2010-07-20,Bitcoin
1279670400,BTC-USD,6.534518200000001,6.925330300000001,5.8001062,6.925330300000001,575.0,2010-07-21,Bitcoin
1279756800,BTC-USD,6.925330300000001,7.079061383333331,4.7614378,4.7614378,2160.0,2010-07-22,Bitcoin
1279843200,BTC-USD,4.7614378,5.9163881,4.415215000000001,5.456845314285714,2402.5,2010-07-23,Bitcoin
1279929600,BTC-USD,5.456845314285714,5.456845314285714,4.442910567741937,4.7684322,496.32,2010-07-24,Bitcoin
1280016000,BTC-USD,4.7684322,5.1942163,4.415215000000001,4.415215000000001,1551.48,2010-07-25,Bitcoin
1280102400,BTC-USD,4.415215000000001,4.89608,4.3715,4.89608,877.0,2010-07-26,Bitcoin
1280188800,BTC-USD,4.89608,5.289515000000001,4.763842125,5.2458,3373.69,2010-07-27,Bitcoin
1280275200,BTC-USD,5.2458,5.420660000000001,4.721220000000001,5.149627000000001,4390.29,2010-07-28,Bitcoin
1280361600,BTC-USD,5.149627000000001,6.111357000000001,4.992253,6.108084164558234,8058.49,2010-07-29,Bitcoin
1280448000,BTC-USD,6.108084164558234,6.108084164558234,5.2458,5.481861000000001,3020.85,2010-07-30,Bitcoin
1280534400,BTC-USD,5.481861000000001,6.023052700000001,4.89608,5.9321255,4022.25,2010-07-31,Bitcoin
1280620800,BTC-USD,5.9321255,5.9321255,5.2458,5.341973,2601.0,2010-08-01,Bitcoin
1280707200,BTC-USD,5.341973,5.534319,5.2550396024,5.2550396024,3599.0,2010-08-02,Bitcoin
1280793600,BTC-USD,5.2550396024,5.682950000000001,5.158370000000001,5.2458,9821.46,2010-08-03,Bitcoin
1280880000,BTC-USD,5.2458,5.4468890000000005,5.008208444856611,5.008208444856611,3494.0,2010-08-04,Bitcoin
1280966400,BTC-USD,5.008208444856611,5.33323,5.008208444856611,5.33323,5034.07,2010-08-05,Bitcoin
1281052800,BTC-USD,5.33323,5.4556320000000005,5.3070010000000005,5.4468890000000005,1395.0,2010-08-06,Bitcoin
1281139200,BTC-USD,5.4468890000000005,5.4468890000000005,5.158370000000001,5.158370000000001,2619.0,2010-08-07,Bitcoin
1281225600,BTC-USD,5.158370000000001,5.33323,5.158370000000001,5.324487,2201.0,2010-08-08,Bitcoin
1281312000,BTC-USD,5.324487,6.426105,5.2044798169875,6.181301,13631.09,2010-08-09,Bitcoin
1281398400,BTC-USD,6.181301,6.198787000000001,5.8149693000000005,6.120100000000001,1310.39,2010-08-10,Bitcoin
1281484800,BTC-USD,6.120100000000001,6.593096300000001,5.2458,5.857810000000001,14061.18,2010-08-11,Bitcoin
1281571200,BTC-USD,5.857810000000001,6.120100000000001,5.369076300000001,6.120100000000001,2062.31,2010-08-12,Bitcoin
1281657600,BTC-USD,6.120100000000001,6.120100000000001,5.639235,5.639235,3591.77,2010-08-13,Bitcoin
1281744000,BTC-USD,5.639235,6.036693734385277,5.639235,5.857810000000001,4404.2,2010-08-14,Bitcoin
1281830400,BTC-USD,5.857810000000001,5.857810000000001,5.682950000000001,5.7083047,4462.866,2010-08-15,Bitcoin
1281916800,BTC-USD,5.7083047,5.936497000000001,5.44470325,5.726665000000001,10731.468,2010-08-16,Bitcoin
1282003200,BTC-USD,5.726665000000001,6.677903400000001,5.4582549,6.120100000000001,13185.74,2010-08-17,Bitcoin
1282089600,BTC-USD,6.120100000000001,6.408619000000001,5.857810000000001,5.945240000000001,2953.975,2010-08-18,Bitcoin
1282176000,BTC-USD,5.945240000000001,5.945240000000001,5.831581,5.831581,741.115,2010-08-19,Bitcoin
1282262400,BTC-USD,5.831581,5.831581,5.682950000000001,5.726665000000001,4199.747,2010-08-20,Bitcoin
1282348800,BTC-USD,5.726665000000001,5.832060932413331,5.630492,5.805352000000001,10443.86,2010-08-21,Bitcoin
1282435200,BTC-USD,5.805352000000001,5.805352000000001,5.350716,5.77038,18648.972,2010-08-22,Bitcoin
1282521600,BTC-USD,5.77038,5.848192700000001,5.6033887,5.6750813,4297.49,2010-08-23,Bitcoin
1282608000,BTC-USD,5.6750813,5.814095000000001,5.6750813,5.682950000000001,6711.757,2010-08-24,Bitcoin
1282694400,BTC-USD,5.682950000000001,5.813832710000001,5.604263,5.665464,4228.88,2010-08-25,Bitcoin
1282780800,BTC-USD,5.665464,5.752749726072608,5.5955200000000005,5.5955200000000005,3870.01,2010-08-26,Bitcoin
1282867200,BTC-USD,5.5955200000000005,5.682950000000001,5.50809,5.682950000000001,9009.973,2010-08-27,Bitcoin
1282953600,BTC-USD,5.682950000000001,5.682950000000001,5.639235,5.647825406051403,6174.005,2010-08-28,Bitcoin
1283040000,BTC-USD,5.647825406051403,5.656721,5.5955200000000005,5.5955200000000005,3173.402,2010-08-29,Bitcoin
1283126400,BTC-USD,5.5955200000000005,5.9130536832807845,2.8073773,5.6803271,34193.138,2010-08-30,Bitcoin
1283212800,BTC-USD,5.6803271,5.6803271,5.2458,5.2458,14886.907,2010-08-31,Bitcoin
1283299200,BTC-USD,5.2458,5.499347,5.211702300000001,5.499347,7164.722,2010-09-01,Bitcoin
1283385600,BTC-USD,5.499347,5.543062,5.254543000000001,5.543062,8150.73,2010-09-02,Bitcoin
