TIMESTAMP,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,VOLUME,DATE
1586217600,MATIC-USD,1.183383050223698,1.2207291535619884,1.108835092348815,1.130849724842561,1044712739.64241,2020-04-07
1586304000,MATIC-USD,1.130849724842561,1.2169704166146416,1.1157955212074384,1.2011226200439684,627361985.771543,2020-04-08
1586390400,MATIC-USD,1.2011226200439684,1.2260702613876695,1.147047545967211,1.1816773472733646,498713733.016095,2020-04-09
1586476800,MATIC-USD,1.1816773472733646,1.1816773472733646,1.009105795363192,1.0517767946959888,603103068.007536,2020-04-10
1586563200,MATIC-USD,1.0517767946959888,1.1013276479786762,1.0380075705562295,1.071464917634171,469036825.27868,2020-04-11
1586649600,MATIC-USD,1.071464917634171,1.1320248005885225,1.0415855218310224,1.0707561064231736,405327823.4581,2020-04-12
1586736000,MATIC-USD,1.0707561064231736,1.0707561064231736,1.0114957436808716,1.0503831383422149,436545814.058042,2020-04-13
1586822400,MATIC-USD,1.0503831383422149,1.088826295570519,1.0332304129425556,1.057737970209676,915337993.404575,2020-04-14
1586908800,MATIC-USD,1.057737970209676,1.0789351562919782,1.015189552443,1.0182829767387345,277694101.280953,2020-04-15
1587081600,MATIC-USD,1.1027013677084654,1.143072515882747,1.0901643270962964,1.1151387177505458,270622535.378276,2020-04-17
1587168000,MATIC-USD,1.1151387177505458,1.1834357885045017,1.1151387177505458,1.1709918982165066,265031796.303984,2020-04-18
1587254400,MATIC-USD,1.1709918982165066,1.188454470565648,1.1184575932747642,1.1275386497915114,324038345.219228,2020-04-19
1587340800,MATIC-USD,1.1275386497915114,1.1651798812308891,1.0346879413230736,1.0523810674443272,391530454.642596,2020-04-20
1587427200,MATIC-USD,1.0523810674443272,1.0747252550061273,1.0259658598202224,1.049884138652602,279367512.321794,2020-04-21
1587513600,MATIC-USD,1.049884138652602,1.11959161048839,1.0468483706305842,1.117881032493531,204856784.163555,2020-04-22
1587600000,MATIC-USD,1.117881032493531,1.3088057513654632,1.0901269129279292,1.249219619257364,663269202.304315,2020-04-23
1587686400,MATIC-USD,1.249219619257364,1.3753555401137376,1.249219619257364,1.2847943785618807,689822803.875296,2020-04-24
1587772800,MATIC-USD,1.2847943785618807,1.3544763894289868,1.2588576097222184,1.315629515240354,349887447.818463,2020-04-25
1587859200,MATIC-USD,1.315629515240354,1.4049156233514073,1.312283654865399,1.3669929925848725,411730413.095766,2020-04-26
1587945600,MATIC-USD,1.3669929925848725,1.3962391590501964,1.29313784226142,1.3507631494349697,372186564.037532,2020-04-27
1588032000,MATIC-USD,1.3507631494349697,1.3788849796772544,1.309344297930082,1.373887028396605,268478783.678576,2020-04-28
1588118400,MATIC-USD,1.373887028396605,1.4758647884528129,1.358512429817657,1.4368212452321636,627127193.302528,2020-04-29
1588204800,MATIC-USD,1.4368212452321636,1.4549031926222895,1.3424463638609794,1.3503246144735197,613125298.866024,2020-04-30
1588291200,MATIC-USD,1.3503246144735197,1.4304234534847726,1.349433890512116,1.3859467564939978,271024491.765971,2020-05-01
1588377600,MATIC-USD,1.3859467564939978,1.5022413578874052,1.3785890136947752,1.4789093051917823,341529679.893249,2020-05-02
1588464000,MATIC-USD,1.4789093051917823,1.5754717236716935,1.450420147173776,1.4980992591333455,579025647.607983,2020-05-03
1588550400,MATIC-USD,1.4980992591333455,1.5213719258902991,1.375116425906202,1.4854105472371673,554759233.359885,2020-05-04
1588636800,MATIC-USD,1.4854105472371673,1.5025889721918717,1.4266063794074977,1.4836235169215377,262674048.828668,2020-05-05
1588723200,MATIC-USD,1.4836235169215377,1.5870187239292692,1.4631917540286508,1.4916025026124704,439985732.210115,2020-05-06
1588809600,MATIC-USD,1.4916025026124704,1.563613071486502,1.4651710261118958,1.5227982160787443,435986230.984731,2020-05-07
1588896000,MATIC-USD,1.5227982160787443,1.6161807754156703,1.496025880801558,1.5656854793437505,398000794.323738,2020-05-08
1588982400,MATIC-USD,1.5656854793437505,1.6087601813168997,1.50502662316626,1.50502662316626,321511585.204916,2020-05-09
1589068800,MATIC-USD,1.50502662316626,1.5077575380134538,1.1942742399205537,1.3400137770091405,911913745.402068,2020-05-10
1589155200,MATIC-USD,1.3400137770091405,1.3579282688654548,1.216772785945624,1.312243540469743,623777580.738493,2020-05-11
1589241600,MATIC-USD,1.312243540469743,1.5847701138790706,1.3002144439127368,1.5112116168385383,784773780.060594,2020-05-12
1589328000,MATIC-USD,1.5112116168385383,1.78150319967956,1.4998278803569534,1.7764278141828036,945291985.003237,2020-05-13
1589414400,MATIC-USD,1.7764278141828036,1.890773662642603,1.7258496765185236,1.7608740440584534,1133897990.48232,2020-05-14
1589500800,MATIC-USD,1.7608740440584534,1.817138127809872,1.6479661951265998,1.6766032240586204,642038448.909428,2020-05-15
1589587200,MATIC-USD,1.6766032240586204,1.829788430050724,1.630151740034986,1.7467171726065116,599581511.795115,2020-05-16
1589673600,MATIC-USD,1.7467171726065116,1.8257653781454264,1.7423075178250318,1.7703067822991765,332613651.668431,2020-05-17
1589760000,MATIC-USD,1.7703067822991765,1.8491580735494224,1.7703067822991765,1.8036582941330093,375907036.247071,2020-05-18
1589846400,MATIC-USD,1.8036582941330093,1.9962128362919025,1.7655920163470926,1.9459556295230307,728172660.274935,2020-05-19
1589932800,MATIC-USD,1.9459556295230307,1.9595366703340051,1.712111224383271,1.821445319613944,702336655.640401,2020-05-20
1590019200,MATIC-USD,1.821445319613944,1.8316431910894029,1.5935971284253252,1.6769412121283356,777496615.846076,2020-05-21
1590105600,MATIC-USD,1.6769412121283356,1.83638417477551,1.6539723692289512,1.7817251939263512,488042589.757628,2020-05-22
1590192000,MATIC-USD,1.7817251939263512,1.8098973108730532,1.7208365300954247,1.7533291835196625,332524323.608448,2020-05-23
1590278400,MATIC-USD,1.7533291835196625,1.895950938731067,1.6866986523443273,1.6866986523443273,651449718.882402,2020-05-24
1590364800,MATIC-USD,1.6866986523443273,1.8882509497879096,1.6704091193000443,1.8626368489221392,505047131.609931,2020-05-25
