TIMESTAMP,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,VOLUME,DATE
1584316800,LTC-USD,3182.313599352227,3183.581498465804,2589.858823171828,2910.972589445761,24746073.0836825,2020-03-16
1584403200,LTC-USD,2910.972589445761,3144.759195976683,2856.013080634605,2994.312654010391,19049960.7714371,2020-03-17
1584489600,LTC-USD,2994.312654010391,3049.6708663116424,2835.6961732792256,3046.0915657331307,19035252.1781888,2020-03-18
1584576000,LTC-USD,3046.0915657331307,3557.500848166821,2983.400405724683,3412.992009085414,19148477.3537796,2020-03-19
1584662400,LTC-USD,3412.992009085414,3814.805873430988,3028.7606233669067,3332.59260740088,23035152.1706794,2020-03-20
1584748800,LTC-USD,3332.59260740088,3480.316040977556,3191.0891802024908,3358.0544652363856,15964936.1482141,2020-03-21
1584835200,LTC-USD,3358.0544652363856,3475.4889028828297,3072.6115860183413,3103.016628521137,15668764.880896,2020-03-22
1584921600,LTC-USD,3103.016628521137,3490.807838805399,3056.3377644518155,3426.3185944077613,17379307.6321279,2020-03-23
1585008000,LTC-USD,3426.3185944077613,3590.171306102795,3362.106811954159,3564.8232668345936,13852314.760927,2020-03-24
1585094400,LTC-USD,3564.8232668345936,3594.790300573796,3352.2399888282566,3431.9809584939567,13696472.1229434,2020-03-25
1585180800,LTC-USD,3431.9809584939567,3547.3793669399374,3376.9905165218365,3545.697336927286,12147460.8368664,2020-03-26
1585267200,LTC-USD,3545.697336927286,3602.281992530508,3329.456065158128,3337.869833623731,12852971.0367115,2020-03-27
1585353600,LTC-USD,3337.869833623731,3453.1266181885035,3211.3061381311754,3406.9060145600915,15496315.1482485,2020-03-28
1585440000,LTC-USD,3406.9060145600915,3428.7582231879915,3249.197222589833,3253.8205922904403,11381130.1133869,2020-03-29
1585526400,LTC-USD,3253.8205922904403,3468.444282901133,3253.8205922904403,3415.84481713012,19686039.7395693,2020-03-30
1585612800,LTC-USD,3415.84481713012,3443.3518361086744,3365.5943549906915,3421.408455596877,23954239.7280354,2020-03-31
1585699200,LTC-USD,3421.408455596877,3453.973235770964,3271.5643804423034,3440.1168170776414,23195873.9942964,2020-04-01
1585785600,LTC-USD,3440.1168170776414,3740.184282783292,3377.0900957908766,3490.8524062524807,25319838.7474164,2020-04-02
1585872000,LTC-USD,3490.8524062524807,3609.2425666588415,3475.4054545346016,3544.7147362133423,16005148.943538,2020-04-03
1585958400,LTC-USD,3544.7147362133423,3587.6463751516685,3505.6590965160376,3565.3448840889378,13243266.7157454,2020-04-04
1586044800,LTC-USD,3565.3448840889378,3591.24462691752,3501.843612542896,3532.618186911648,11052122.723802,2020-04-05
1586131200,LTC-USD,3532.618186911648,3943.167791464829,3532.3896578803183,3943.167791464829,20107375.7066771,2020-04-06
1586217600,LTC-USD,3943.167791464829,4171.440409611096,3836.628885520633,3925.783308516845,19730623.2139088,2020-04-07
1586304000,LTC-USD,3925.783308516845,4129.855916592304,3880.5412715374287,4075.449980910823,14006799.1580307,2020-04-08
1586390400,LTC-USD,4075.449980910823,4099.785633890372,3938.225123533371,4053.2330604308736,13439827.8174417,2020-04-09
1586476800,LTC-USD,4053.2330604308736,4064.854470284454,3590.355416758419,3703.1404375775146,19196781.5316541,2020-04-10
1586563200,LTC-USD,3703.1404375775146,3777.481007828495,3637.620105249072,3726.446064163637,12650133.3325977,2020-04-11
1586649600,LTC-USD,3726.446064163637,3821.942079169883,3666.608705058202,3684.97348337417,13592712.2528726,2020-04-12
1586736000,LTC-USD,3684.97348337417,3684.97348337417,3487.1906077550807,3611.465140558716,21749566.2246233,2020-04-13
1586822400,LTC-USD,3611.465140558716,3664.470779170814,3552.637900624321,3610.860964659805,12106766.9295353,2020-04-14
1586908800,LTC-USD,3610.860964659805,3648.1372838069424,3434.0116656860787,3438.273130744132,11476861.494676,2020-04-15
1586995200,LTC-USD,3438.273130744132,3799.629645628745,3338.343688831339,3725.756301325069,19144053.4921298,2020-04-16
1587081600,LTC-USD,3725.756301325069,3765.486018513739,3646.276656019805,3699.253251196257,11192449.4634703,2020-04-17
1587168000,LTC-USD,3699.253251196257,3888.08126560626,3685.036605576544,3866.4013940125815,12181118.4476242,2020-04-18
1587254400,LTC-USD,3866.4013940125815,3876.624903171568,3674.3018671982,3701.870921348009,17849126.3690327,2020-04-19
1587340800,LTC-USD,3701.870921348009,3783.8960592672393,3476.185880533074,3522.4326184184392,22732581.7213322,2020-04-20
1587427200,LTC-USD,3522.4326184184392,3613.8530542174394,3506.899742354072,3555.8631572630047,16752219.8679764,2020-04-21
1587513600,LTC-USD,3555.8631572630047,3700.157572165445,3529.2710140838094,3662.9674521947495,18338961.4375649,2020-04-22
1587600000,LTC-USD,3662.9674521947495,3840.619241369942,3593.1083487207497,3759.953494157262,26511358.3296409,2020-04-23
1587686400,LTC-USD,3759.953494157262,3931.4167552847134,3750.772281285178,3894.315333903376,22924427.4680154,2020-04-24
1587772800,LTC-USD,3894.315333903376,3985.589201483925,3841.990243141324,3882.020184914769,25017580.2158194,2020-04-25
1587859200,LTC-USD,3882.020184914769,3968.7766621711967,3844.984334701776,3900.807331694569,24955481.9637824,2020-04-26
1587945600,LTC-USD,3900.807331694569,3951.4714767090886,3792.668530739208,3889.85505416937,24472810.3131634,2020-04-27
1588032000,LTC-USD,3889.85505416937,4027.306003420615,3803.3539624017017,3998.32901633949,15250019.3616911,2020-04-28
1588118400,LTC-USD,3998.32901633949,4360.935991980008,3998.32901633949,4268.932400447486,20996381.1309707,2020-04-29
1588204800,LTC-USD,4268.932400447486,4434.13712318032,4016.397444148083,4061.522458444221,20313668.7619013,2020-04-30
1588291200,LTC-USD,4061.522458444221,4222.78394506544,4061.522458444221,4118.423390103414,15021436.47059,2020-05-01
1588377600,LTC-USD,4118.423390103414,4334.977976048,4096.932159480495,4305.645442358394,14049132.0342401,2020-05-02
